Hash,Message,Hashes of Parents,Is a merge commit?,List of modified files
ae44093565a9d6d616266a84cc9c431826d24520,"Run free flake8 tests on all new code submissions

Fixes #284

Another attempt at #99 

Add [flake8](http://flake8.pycqa.org) tests to find Python syntax errors and undefined names.

__E901,E999,F821,F822,F823__ are the ""_showstopper_"" flake8 issues that can halt the runtime with a SyntaxError, NameError, etc. Most other flake8 issues are merely ""style violations"" -- useful for readability but they do not effect runtime safety.
* F821: undefined name `name`
* F822: undefined name `name` in `__all__`
* F823: local variable name referenced before assignment
* E901: SyntaxError or IndentationError
* E999: SyntaxError -- failed to compile a file into an Abstract Syntax Tree",['6964db2bd58e3d5ad905320a137a39a610e32e61'],False,['.travis.yml']
1320e2ede21d3aafc3e7229bd5b8d9a66011b298,Fixed link for Dockerfile consultation.,['1490dca713161b72239220d5880800fe524e16ba'],False,['README.md']
31478c523c9febb85d673219c6451ce545b5e319,"Merge pull request #322 from DanWaxman/master

Fixed link for Dockerfile consultation.","['1490dca713161b72239220d5880800fe524e16ba', '1320e2ede21d3aafc3e7229bd5b8d9a66011b298']",True,[]
71d5851dd00904b8f4ce41bab3fd01236677b95a,Fixed frame_center bug,['73af2b49717a564158ad343be1ee408bf71f3bf0'],False,['three_d_camera.py']
4a226e1d226b63234e99a2a0fcb90aab68966b5b,Fixed get_boundary_point and get_points_defining_boundary,['71d5851dd00904b8f4ce41bab3fd01236677b95a'],False,['mobject.py']
5d6454fcc272cbf3057620b294a35cf2249802a9,Fixed get_points_defining_boundary for VMobjects,['4a226e1d226b63234e99a2a0fcb90aab68966b5b'],False,['vectorized_mobject.py']
426af6f7fce99f03c567d03011cff31cecb2d847,Tiny bug fix,['e8d2c714e5451cd782650125608ed5d16f1c0b3f'],False,['vectorized_mobject.py']
da81ed40155f162f5ea16ad1e4bcbf2eb59d805e,"Fixes Dockerfile to delete requirements.txt.

Moved timezone initialization to texlife and made sure to delete
requirements.txt in Dockerfile.",['08926ad2aa7c651174a135e148199d6a215a9f40'],False,['Dockerfile']
8077697fc710db71e4e71864c4c94fcbf80ccc12,Fix video output directory bug,['31478c523c9febb85d673219c6451ce545b5e319'],False,['output_directory_getters.py']
e071ac62a162a19af0def7df44ac700cffded669,Fix streaming issues by migrating from mplayer to ffplay and add Twitch support,['f898644a3cfe1b25fed31af090edf64b964efa03'],False,"['constants.py', 'manim.py', 'scene.py', 'test1.py']"
db7f8320bd84e9ebbf75adfcd6dfc480881e5849,Fix the idle_stream()'s sleep duration and change the stream FPS to 30,['846a8249472b2ac9c9f6bede7904b574eb406788'],False,"['creation.py', 'manim.py', 'position.py', 'scene.py']"
62b8a38bf51cd52a51a545dab55e917cd40a00f3,Fixed bug with Mobject family member updaters,['c95fb5fe46465840b1f64923a9f1d94737fc4514'],False,['scene.py']
6610f53062310e846645c80575082b1931b7c0bd,Fixes to patron scroll,['09815043f4a85d76c34db6986e26656f01ef83d3'],False,['common_scenes.py']
d12e45aa17e1965c7692d35b154919cd961d6659,"Merge pull request #333 from icreiuheciijc/pr

Fix video output directory bug","['169c443e659c8021d3a8ae1855c0086eaa98515c', '7d5432ce8b98a309f9fbeea0995e9c03d2f1e875']",True,[]
852058e901a4944ef2044ee24c2e69b510ffe72e,"Prefix the link to the documentation with https:// .

Otherwise GitHub sets the wrong prefix which results in:
https://github.com/3b1b/manim/blob/master/manim.readthedocs.io",['8dfb6f7632f5746b2df6de08fb977e66f8eaf561'],False,['README.md']
2ea2cf713d558388657a2c32034ab85be8353992,"Merge pull request #351 from H-M-H/fix_link_readme

Prefix the link to the documentation with https:// .","['8dfb6f7632f5746b2df6de08fb977e66f8eaf561', '852058e901a4944ef2044ee24c2e69b510ffe72e']",True,[]
585a4ff8648a8a0e7d5e8d77e907b6701191cb22,Bug fix to camera_center,['b1334dd72fbd29b35ec7b0b98580f7e9ac105322'],False,['camera.py']
277f4c25bad577e01cbe1823fcef83e90ec39837,"Merge pull request #355 from eulertour/pi_creature_revison

Fix fallback to plain pi creature and make once_useful_constructs into a package","['2ea2cf713d558388657a2c32034ab85be8353992', '8015e7a29b9fc72930507d4d9968f8acc287a211']",True,[]
bbf09e0f441a341bb11498e138ed25b3b3b96142,add templates for issues and pull requests,['277f4c25bad577e01cbe1823fcef83e90ec39837'],False,"['ISSUE_TEMPLATE.md', 'PULL_REQUEST_TEMPLATE.md']"
b697f04dd7a6f00250276fb9507403437ef23dd4,"Merge pull request #361 from eulertour/templates

Add templates for issues and pull requests","['a4f1e762d6f50577bae49f07911256b80927c690', '7531e43f1968216552950f936bd4fef437db97da']",True,[]
6740220f16ab8776231227097d9ccb550af8acca,"Merge pull request #362 from eulertour/scaling_fix

Scale SVGMobject about origin","['b697f04dd7a6f00250276fb9507403437ef23dd4', '317cf0166cccfe8a389a501b3666bb56ccd27714']",True,[]
68033a24691c672eaed5d401277d23078ecc282a,fix livestream flag,['2ebe54ec07012740c9694794ca17016dce04a35a'],False,['README.md']
2942485e4c8711201a329f10e73655482d16bc4b,add error codes to exits,['e7aff666bd235426c05765549352abde43bc61d7'],False,"['config.py', 'extract_scene.py']"
e294c6780135d8744953f085abac1ad269d3e965,add error codes to exits,['54b8d0f8ed190230fdd97195366ddfc3e6910c12'],False,"['config.py', 'extract_scene.py']"
afdf907abc07eb7a7d2dc2331cc2e75046198eb1,"fix imports, remove __init__.py files, some pep8 linting",['854ed3038e04f27f6661667a3c9a70dab550a274'],False,"['__init__.py', '__init__.py', '__init__.py', '__init__.py', '__init__.py', '__init__.py', '__init__.py', '__init__.py', 'composition.py', 'specialized.py', 'transform.py', 'update.py', '__init__.py', 'camera.py', 'mapping_camera.py', 'moving_camera.py', 'three_d_camera.py', '__init__.py', '__init__.py', 'continual_animation.py', 'from_animation.py', 'numbers.py', 'update.py', 'extract_scene.py', 'common_scenes.py', 'pi_class.py', 'pi_creature.py', 'pi_creature_animations.py', 'pi_creature_scene.py', '__init__.py', 'mobject.py', '__init__.py', 'drawings.py', '__init__.py', 'vectorized_mobject.py', 'arithmetic.py', 'combinatorics.py', 'fractals.py', 'graph_theory.py', 'light.py', 'region.py', '__init__.py', 'graph_scene.py', 'scene.py', '__init__.py', '__init__.py', '__init__.py', '__init__.py', '__init__.py', '__init__.py', '__init__.py', '__init__.py', '__init__.py']"
c71879a159c3e9dc97bbd125636bf853a3e6ecd1,"Merge pull request #379 from 3b1b/lkevinzc-fixes

Change imports to manimlib, remove unused imports, formatting","['d1d099c0a268e4c4aedead3abf1a1469ce10fe8b', 'afdf907abc07eb7a7d2dc2331cc2e75046198eb1']",True,[]
c1ec471cad73a70edad89ecb4666506207dca7c2,"Merge pull request #381 from 3b1b/no_scene_error

print to stderr for scene not found","['a9c2f5b349a5cd6ad7e584f24b572d55804ead1d', '54d43313bed4aa3dae3bfc3a74d5d0c7fb9a529b']",True,[]
47d8caa80e482a23941cc1470b25f9cf2b270396,"Use os.devnull instead of utils.tex_file_writing.get_null(); also small typos that cause SyntaxError (#382)

* Update tex_file_writing.py

* Change ""/dev/null"" to os.getnull in utils/sounds.py SoX ""play"" command

* Fix typo",['c1ec471cad73a70edad89ecb4666506207dca7c2'],False,"['sounds.py', 'tex_file_writing.py', 'bell.py', 'borsuk.py']"
b7cb66fe5d8d9fc6ff36216737abd81194857db8,Tiny PEP fix,['ba881041770fc6fea40b525de9e16abcba4ce49f'],False,['extract_scene.py']
36495478623e5692a967d578b21093608597ca9b,Small fix to Mobject.fade_to,['5454af3b65518b42c3860b07c0f69a03f6f1c226'],False,['mobject.py']
641a429e665a316caa08ad163fd6fa8b63cef1d2,"Fixed stage_scenes, which required updating get_scene_output_directory and get_module",['a1c9e8dbb241652f6a686ded6eed5b24ad1c07b8'],False,"['config.py', 'output_directory_getters.py', 'stage_scenes.py']"
2f6fc82ecb2b7395c19325803b2b94c283d2211c,Small fix to DecimalNumber,['8e0fae4663dfe0d963d67f7dfbabf8a865332607'],False,['numbers.py']
8931a88b3fc4743f798daf73b7c3c28e3dd0998e,"A few fixes to the last commit, making sure different file extensions don't mess with the system",['2419fbcc53ef8d3055a2b4898c0d32072177504c'],False,"['pi_creature_scene.py', 'scene.py', 'output_directory_getters.py', 'stage_scenes.py']"
56ed3538f6048e46ee51356a7c1f602138a7a7af,Fix the file problem when combine videos on Windows,['c06f7652cf71e2c67acb18dcbda813c83f7fb0b4'],False,"['scene.py', 'output_directory_getters.py']"
cb76ec127084b294e5b941529dc33f497a8a282b,Fix file problem when combine videos on Windows,['56ed3538f6048e46ee51356a7c1f602138a7a7af'],False,['scene.py']
5aa11cf8adec5d68d657e25306dc7317980f3394,"Fixed a problem where in zooming in, stroke widths all grew",['66075aa5d2fa28a4fe3101b855025b47521beb1c'],False,['camera.py']
f4e3706389c0dd8f8b75454dcd05c4076a842eea,Fixed a ZeroDivisionError when instantiating Axes,['3152def8acde5a03b7833a3ebdaa8938912475cc'],False,['coordinate_systems.py']
4fa799c4c6083b62d3416b55de33b741b522a6b4,"Merge pull request #409 from Jaspi10/master

Fixed a ZeroDivisionError when instantiating Axes","['3152def8acde5a03b7833a3ebdaa8938912475cc', 'f4e3706389c0dd8f8b75454dcd05c4076a842eea']",True,[]
c4a0e65089cb0df5b155dfbf770ba213c7305bfe,Fixed ZeroDivisionError for Axes.,['ff87e2bfbcf06d6c8178f698b65c8f58903ec06e'],False,['coordinate_systems.py']
fc7d67e25fd867ca277503376bba2db41cd6a7fe,Fixed negative decimal issue,['4d899b6c970c3b9adce7243c50e6c9e9f67dac60'],False,['numbers.py']
748ca4e0f146f81f64d2ea260b97e059b35a24c9,Fixed compile from file list issue,['fc7d67e25fd867ca277503376bba2db41cd6a7fe'],False,['scene.py']
9c9104dcfab4d63c219d4fcffab5f3476a8d336e,Fixed GrowFromPoint,['748ca4e0f146f81f64d2ea260b97e059b35a24c9'],False,['creation.py']
eca8d77f83431f2260b7dc279d8bed6443ba0cbd,Small bug fix for starting_animation_number,['a5e25042e2e95a6d474cca6566fc15a2611a8842'],False,['scene_file_writer.py']
9619ebfd61c9818b5db829b1c56009c503c2c4e2,Fix ThreeDAxes bug,['b70e0a0c75eff3202089918cea8e638b26419536'],False,['coordinate_systems.py']
47555652e8ec0c94a7665b9761e06485c525f2fb,Fixed no animations bug,['5d5fdef748eba6d8e7bc53166df988dedd5f1a2d'],False,['scene_file_writer.py']
55081c75ef21e7c208ad96d9a1abfef11c93e86c,Fixed bugs in partial_bezier_points and integer_interpolate,['272c5f4deb471444e6f46cc45400c4f0766650d8'],False,['bezier.py']
05bd710ebbecea347bee9df2d56f86a9cbc1ac41,Fixed error with how ScreenRectangle inherited from Rectangle,['b7cf5e82e393b4ec1c452b1ded55ceaea6794456'],False,['frame.py']
30356f39768179ba35dfac9973d53da0ca0e049f,Fix edge case for VMobject.get_subpaths_from_points,['05bd710ebbecea347bee9df2d56f86a9cbc1ac41'],False,['vectorized_mobject.py']
5ca93b3fe7642645f683405faac192748b7d89d0,Fixed PiCreature pupil handling,['30356f39768179ba35dfac9973d53da0ca0e049f'],False,['pi_creature.py']
16e8a76c6a767d49a0ae39e2b94db9e4cc3bf8ad,Whoops!  Previous fix had its own bug.  Now it's fixed.,['5ca93b3fe7642645f683405faac192748b7d89d0'],False,['frame.py']
47f6d6ba38d55d509bcee788ec310a90fb96237f,Rewrote ParametricFunction to have less buggy interpolation,['16e8a76c6a767d49a0ae39e2b94db9e4cc3bf8ad'],False,"['coordinate_systems.py', 'functions.py', 'vectorized_mobject.py', 'graph_scene.py', 'chapter3.py', 'chapter4.py', 'fourier.py', 'uncertainty.py']"
5c7f1b15c0c1248339bfee6d62e1d20aac901645,Bug fix for VMobject.pointwise_become_partial,['8bb1085051a35bfd8eb26966082e44f4a09350a8'],False,['vectorized_mobject.py']
9265fc3e417dec06dba26f84f9431fbfe3a64715,Bug fix to put_start_and_end_on,['14550105d440026ccbd7bc885d65a18160108d20'],False,['mobject.py']
84b07bc347e72f1bfdb76a1580cfa6f1d0b0d69a,Fixed Polygon.round_corners bug,['2449f3a284297638b916615c27ee25f2a0f151b9'],False,['geometry.py']
ec638de1ec31564a3ffb446d9fa2e170b7f8c26d,Fixed Animation to work for updating mobjects,['bf738b70d74f273f4016252c5d5d5dfc2ace70b8'],False,"['animation.py', 'creation.py', 'transform.py', 'scene.py']"
eb7f1e21a31ca2620cc10b8a0d01cf5df888030e,Fixed Succession to work when animations share a mobject,['64eb670027ecc1e3673b63cd2c627efe7a7ec2d7'],False,['composition.py']
85616f00196b0a51545e6e97e0423b9bcbcedb18,Fixed ApplyMethod to only create target once the begin method is called,['eb7f1e21a31ca2620cc10b8a0d01cf5df888030e'],False,['transform.py']
88e700b5b072bc51b77d693fd10592a515c534cd,Small fixes to AnimationGroup and Succession,['67817e9c6d5d005baf9e72b57f94c61d2d4b6bad'],False,['composition.py']
ab9effbc3c9c67a0d24389c238a9d5a836a42ece,Small fixes to DrawBorderThenFill and Write,['88e700b5b072bc51b77d693fd10592a515c534cd'],False,['creation.py']
72a8bd8cc11b4d56c2c3081ce74e53b838ea78e9,Fixed bug with VMobject.align_points,['28d627ba839b7a138a7ff797d42ca8b50b266879'],False,['vectorized_mobject.py']
9180a687f9bb6647a07eec0ba8da0bf3e9f1a6f5,Bug fix to Succession; it wasn't initializing runtimes,['67a33d2e88e4fc41777f678527c415fe1065d9ff'],False,['composition.py']
306ee31d44b44a973c6fe26b0aa1e7aa9e9ba11b,Fixed car problems.  Regular mechanic over here,['9550174eba2f455f024db2eb3cb167c0025e4fd9'],False,['drawings.py']
1f320a39748574c13f7a5a6cbcb37f23820fb976,Fixed small bug with Camera not properly transforming points,['82f0afb4dd6fad96d91bcfcd936610ccf33980d7'],False,"['camera.py', 'three_d_camera.py']"
cc4256d847fa78b01673223d50a301a4ef3e507d,Fixed formatting issue,['c23f456fd6f462c26c019eb7406589aeb14416a7'],False,['bell.py']
112c76582e0326b595721e3321fa8f7af3235e72,Fixed formatting error,['4abafe608a2f508cf59ab817fb1420f5a8633273'],False,['borsuk.py']
ccd11b7fcc21018f43077a548715009b7c7e0aca,Formatting fix,['112c76582e0326b595721e3321fa8f7af3235e72'],False,['borsuk.py']
9f760632719d9492eaccf8f7428381de66813d93,Fix some bugs with VMobject.align_points,['8877a256f28dd572f04a176814c5597b7b4aa605'],False,['vectorized_mobject.py']
1735f16d6844ae4a5946877167f492b199a1545c,Fixed NumberLine bug,['86d3ade0ef356d02bc232e509ae12b5b08568331'],False,"['coordinate_systems.py', 'number_line.py']"
4aa63198d798c76e0722a180c8c5267e31f30e1d,Fixed align_to,['f6d6958c2da8890ecee0ca08ac36b812ada4c7da'],False,['mobject.py']
4fd27febf9769e9a7c1654d2556ee8aeb61f216c,Fixed OpeningManimExample,['4aa63198d798c76e0722a180c8c5267e31f30e1d'],False,['example_scenes.py']
4a00161beece64a3d0a102daf711ad6ea4f79a1b,Fixed NumberPlane,['643955ab1c687e876a4ee827e626af269bba8d15'],False,['coordinate_systems.py']
9b5de02756938f6a597ebeeabb646b7851faaf2c,Fix logo,['a6dd90698383dae8c4e5362fb45c52c7e49a25f0'],False,['drawings.py']
d943f101230bb9b211498bc267fa8388a45f664c,Fixed make_jagged,['e0ef531f49a80f7592756dc9ab20956f1b6e091e'],False,['vectorized_mobject.py']
3b9c085cf1e005efdcf06fb0a0bde3b8a0338789,Typo fix,['e1deb770c884b381bd5bdf5b370acb7e923276b6'],False,['mobject.py']
37164a640ea8a7f3be31b8e7b2d96986f276b5c6,Tiny bug fix to old_projects/clacks/question.py,['b2c7e83843f5de56f9bd5d84b721a435263e2256'],False,['question.py']
2d552e0aa4878b24cbe2e1c4d23ee7caa32e7e33,"Fix Ellipse constructor: 'width' is not defined

Constructing an ellipse before gave the error ""name 'width' is not defined""

I got this error when running the tutorial at https://github.com/zimmermant/manim_tutorial/blob/master/manim_tutorial_P37.py.

python3 -m manim manim_tutorial_P37.py MoreShapes -pl

Traceback (most recent call last):
  File ""/Users/jeanwhitmore/Code/python3/manim/manimlib/extract_scene.py"", line 153, in main
    scene = SceneClass(**scene_kwargs)
  File ""/Users/jeanwhitmore/Code/python3/manim/manimlib/scene/scene.py"", line 52, in __init__
    self.construct()
  File ""manim_tutorial_P37.py"", line 33, in construct
    ellipse=Ellipse(width=3, height=1, color=RED)
  File ""/Users/jeanwhitmore/Code/python3/manim/manimlib/mobject/geometry.py"", line 319, in __init__
    self.set_width(width, stretch=True)
NameError: name 'width' is not defined

After this fix, the Ellipse can be constructed and the animation is generated.

(Another shape is still broken, and I will try to fix that, too.)",['b2ad5e2173683a9e5d000b674cda6329608d484e'],False,['geometry.py']
9e96c4db8188d562fe8fd03a533f4992df61ad40,"Merge pull request #447 from jeanimal/patch-1

Fix Ellipse constructor: 'width' is not defined","['b2ad5e2173683a9e5d000b674cda6329608d484e', '2d552e0aa4878b24cbe2e1c4d23ee7caa32e7e33']",True,[]
7c76b7add816ad255f04709c80f33bc20c743af8,Fixed SVG parsing error with consecutive C or M coordinates.,['9e96c4db8188d562fe8fd03a533f4992df61ad40'],False,['svg_mobject.py']
5b1f54a89ec5564d12c4086c859f72e192b37741,"Merge pull request #450 from ProgrammingIncluded/master

Fixed SVG parsing error with consecutive C or M coordinates.","['9e96c4db8188d562fe8fd03a533f4992df61ad40', '7c76b7add816ad255f04709c80f33bc20c743af8']",True,[]
55c442f8fd5d51b1cd74b6b06bc4fdaf067f32c6,"Fixed `temp_file_path` to be more specific in adding the ""_temp."" string to file name (#458)

fixed for paths with periods in it",['5b1f54a89ec5564d12c4086c859f72e192b37741'],False,['scene_file_writer.py']
61dbad5edd9041c9a1b4fad15eaa0e76942f17cf,"Revert ""Reverted Cleaned Up Arrow Implementation (commit d489b5df5c77...)""

Undoing my revert of another commit because I found a fix.

This reverts commit cd29ff6e0d8e46930da9074e0e2c62799349e16b.",['50da0b6aaee427cbb1ec1b7a9a167d7ceaa61b0b'],False,['geometry.py']
73a6c2400be756fc4e9c25374c6c3495facc7b3b,"Fixed CurvedArrow constructor by moving get_length() to base class.

I moved get_length() from the Line class to the shared base class,
TipableVMobject.

TESTED

python3 -m manim manim_tutorial_P37.py MoreShapes -pl",['61dbad5edd9041c9a1b4fad15eaa0e76942f17cf'],False,['geometry.py']
741ed593b2887732e3b0fde451943e4f91645604,Fix height setting in Ellipse initialization,['03e832af45e16bd0f6d7d8d45739384c22044f3f'],False,['geometry.py']
88b8bf96661f875f890f95cf431287854d5050bc,Fix the position of the y-axis label,['03e832af45e16bd0f6d7d8d45739384c22044f3f'],False,['graph_scene.py']
1426e0f0a09342dbe88e8345069fa7247570f64d,"Merge pull request #468 from ggarza/master

Fix the position of the y-axis label","['03e832af45e16bd0f6d7d8d45739384c22044f3f', '88b8bf96661f875f890f95cf431287854d5050bc']",True,[]
3aca85e47dbd85925e0919900bb81b188c43f900,"Merge pull request #467 from indiejames/Fix-Ellipse-height

Fix height setting in Ellipse initialization","['1426e0f0a09342dbe88e8345069fa7247570f64d', '741ed593b2887732e3b0fde451943e4f91645604']",True,[]
ae1efc6009e1c24322634c39f5b5b5c8191b8758,Fix alignment of minus sign to numbers,['3aca85e47dbd85925e0919900bb81b188c43f900'],False,['numbers.py']
528e2d31954503edef53deb318505c26e2bedf36,Fix position of labels on the y-axis,['ae1efc6009e1c24322634c39f5b5b5c8191b8758'],False,['graph_scene.py']
c12d1cb5485da3e9dbddb928a1fdd7c32b201e47,"Merge pull request #469 from ggarza/master

Fix alignment of minus sign to numbers","['3aca85e47dbd85925e0919900bb81b188c43f900', '528e2d31954503edef53deb318505c26e2bedf36']",True,[]
992d364913c0de1c281feb60d028ca90407ca0f8,fix get_anchors for VMobjects,['c12d1cb5485da3e9dbddb928a1fdd7c32b201e47'],False,['vectorized_mobject.py']
ac3740145a5c31c1966356bf20f7d5e690679283,"Merge pull request #470 from 3b1b/area_fix

fix get_anchors for VectorizedPoints","['c12d1cb5485da3e9dbddb928a1fdd7c32b201e47', '992d364913c0de1c281feb60d028ca90407ca0f8']",True,[]
5c79d80187f3fdbbb8fc3ef6ae2c85aa13474294,Fix to Matrix,['4ec63f22ee468ce169fbf547608822943fffcafe'],False,['matrix.py']
3e0666aa176559828612db39b1fb65e5c6ebb357,"Merge pull request #473 from 3b1b/ode

Fix to Matrix","['ac3740145a5c31c1966356bf20f7d5e690679283', '5c79d80187f3fdbbb8fc3ef6ae2c85aa13474294']",True,[]
4d3c511895afce9935f44ea5736d12ac2f44647a,Fix Matrix,['2d473f3b7b142f66534e28b71cbacf10e2ba9fb5'],False,['tex_mobject.py']
4451e9a26582ce76431fcf48efa2322787f279a6,Fixed configuration of VectorSpaceScene,['5c79d80187f3fdbbb8fc3ef6ae2c85aa13474294'],False,['vector_space_scene.py']
d07c086bec968d4c7f58d9d8a8b4da995523d80d,Fix Laptop,['fb99ebaeaff992c9b0644d45d0cd2cc033b23881'],False,['drawings.py']
5a88ad29331ecc48fe6e6a19fa0241f9b976ad0b,Fix get_det_text,['d07c086bec968d4c7f58d9d8a8b4da995523d80d'],False,['matrix.py']
4b5b492ba32a69cf7490efc902ebd5f6c24243de,Fix change_student_modes,['5a88ad29331ecc48fe6e6a19fa0241f9b976ad0b'],False,['pi_creature_scene.py']
4bd1e6f3a8d61e83933927d0c919c038d0ad4a47,Bugfix for PiCreatureScene,['b29597d39bd3de62db27fd7ba01cc0b347d79186'],False,['pi_creature_scene.py']
1ca26fcf1d99ab32efb7b881414831005b703cea,Bug fix for Bubble.pin_to,['4bd1e6f3a8d61e83933927d0c919c038d0ad4a47'],False,['drawings.py']
ac9c04d3b88ad3fb20acefbddd2ef3a1b26916e4,Bugfix for aligning null VMobjects,['1ca26fcf1d99ab32efb7b881414831005b703cea'],False,['vectorized_mobject.py']
174094254c62d5eb14b4d88e4614f81a6add412b,fixed wait_until for PiCreatureScene,['36c62b4b556875edacdc03f08db97b550be46002'],False,['pi_creature_scene.py']
319b256b0c1a4a55a006e34c807494257a141d7a,Fix to Arrow styling,['259c36512fe6ab5e2bb571cc34b67695e66990ae'],False,['geometry.py']
f4c2c4642a4f1e812a9c9d0b88ce9f52387b721f,Fix bug with applying function to VectorizedPoint,['e567fff8553730d12435b22607b008af4d81530d'],False,['vectorized_mobject.py']
282dfeedde559c27a027605e622b53c1d56f8cbe,"I don't like this fix, but TexMobjects were breaking if the 'dot' part was left isolated",['677f67cb9d14918a0ccfe3b9ddcb60670d01fd9e'],False,['tex_mobject.py']
d8896e299e8b200f8b2187236fe4e12fe9d59500,Small bug fixes to NumberPlane,['9cdf35475d4e0b1cb8bec727e0e4c24db6d4dfe2'],False,['coordinate_systems.py']
97c8ea273885476d821bd1ababe18f8253279563,Small bug fix to NumberLine,['43f214550834cdb93087dd3ebc4d65570b206417'],False,['number_line.py']
fbcc3b85d3da4a4f7ce0cd7756c93df2075555b7,Fix DrawBorderThenFill,['f5420b24ca4fb070fe77ed28890b380c054dc0ed'],False,['creation.py']
7ae67fad09da61742cd435b585a2ffe89d76036d,"Quick fix for LaggedStart kwargs confusion, but this needs a better long-term solution",['caf41f43d9d38c7283331a26c121caa17bc1ab03'],False,['composition.py']
5337dc5ee4e1165f9783d75d2ddd577ea040840f,Fixed name conflict for AnimatedBoundary,['7ae67fad09da61742cd435b585a2ffe89d76036d'],False,['changing.py']
34851761e294cbb9150f4575b1604e791e5f8c8a,Many more ode1 scenes and fixes as the video gets edited,['ea4df1f41e12897f0ae6b62cd10b5d691877c01e'],False,"['all_part1_scenes.py', 'pendulum.py', 'phase_space.py', 'pi_scenes.py', 'shared_constructs.py', 'staging.py', 'wordy_scenes.py', 'solve_pendulum_ode_sample_code.py', 'stage_scenes.py']"
e8fe67650aabe0864868eb6432072e5b94b43899,Fixed problem with LaggedStartMap,['34851761e294cbb9150f4575b1604e791e5f8c8a'],False,['composition.py']
46711a7e3ab1697804d8c4bcbddd97a89decac72,Fixed typo,['9d566de8d1f2a436f7608403498d52ab1cda00e3'],False,['coordinate_systems.py']
a03de9dde9349f9789744a5f210925073c25c0d9,Fixed tyop,['46711a7e3ab1697804d8c4bcbddd97a89decac72'],False,['mobject_update_utils.py']
6b59cdcd374721634147308eef2b31574e862655,Fixed issue with numberline last tick vs. arrow conflict,['a03de9dde9349f9789744a5f210925073c25c0d9'],False,['number_line.py']
86a8cefc0f2122767155d632cce8288617dd2930,Fixed ClockPassesTime animation,['6b59cdcd374721634147308eef2b31574e862655'],False,['drawings.py']
3393bf616b91e8a1bb6c0d006196ff0198ebe438,Fix --preview on cygwin,['b51d1bf6b12c936853629908be9d9d197356aa5e'],False,['extract_scene.py']
acde5252eaade39483de436d88d655e358ab4911,"Merge pull request #486 from Pokechu22/cygstart

Fix --preview on cygwin","['b51d1bf6b12c936853629908be9d9d197356aa5e', '3393bf616b91e8a1bb6c0d006196ff0198ebe438']",True,[]
b0bbb1d07858a6dffcd4df7e5c57767638490086,"Merge pull request #475 from niyiyu2316/master

Fix bug for creating Matrix","['acde5252eaade39483de436d88d655e358ab4911', '2db1dff1cf8af0cab48dbee41fac57178f1e1283']",True,[]
26c7faabdd4de3c365d98a93973376415bbf5acd,Hacky fix to Arrow scaling issue. There must be a better way to do this...,['5e6dc3b49263a417930ae3568b97afaaa3e5ccd4'],False,['geometry.py']
fdb85b9120cc1736ac199584d9bb1de377973b48,"Typo fix: remove redundant ""the""",['8be321d1045f957a66c1ccc81f4229171f3a3700'],False,['README.md']
27a952b664fd6a540193cee4cb9254a758197c26,"Merge pull request #489 from TortelliniLeap/patch-1

Typo fix: remove redundant ""the"" in README","['2e846a667c06cbebf26be36ae76eb7ffc7f84230', 'fdb85b9120cc1736ac199584d9bb1de377973b48']",True,[]
e98feae43d0eff4d9901c90023d19d0637f6f2b5,"Update README.md

typo fix, im the github grammar nazi",['61b2ddd2e6aa922da060b567cf7dedc8bc808298'],False,['README.md']
19a98ea6bd94cbcc5a7f0f748852890cb73d6803,fix mishandled relative paths,['5fff18c391869eab22d6be86550299785e5dd43b'],False,"['config.py', 'scene_file_writer.py']"
be7b259274ab733028ad24c460609e4508fb382b,"Merge pull request #522 from 3b1b/fix_relative_paths

fix mishandled relative paths","['5fff18c391869eab22d6be86550299785e5dd43b', '19a98ea6bd94cbcc5a7f0f748852890cb73d6803']",True,[]
6f6798f8ba70be9901b63f48ccb90e658111313c,Fix description content type,['1eb8c4d1eb971599a6612569163f5aa1890cc63d'],False,"['.travis.yml', 'setup.cfg']"
0f5cc33002e0a75e10ee1567678c79cba9c455c9,"Fixed typo in class name in example_scenes.py

Changed UdatersExample to UpdatersExample.",['4d368e85c97e8fadc7b229a602f10e2dbf9a9bf3'],False,['example_scenes.py']
98696a29f8a602f94457c937e33c66585744fd01,"Merge pull request #542 from kyarik/patch-1

Fixed typo in class name in example_scenes.py","['84514a1f6fa85fc761fa1292f83733cfa0715f92', '0f5cc33002e0a75e10ee1567678c79cba9c455c9']",True,[]
c62ba223b6847aa4e20d4f2a1c7d30cf917a88d0,Fixed typo in the docs about page (#553),['4447bbd01633eda2519b4465001ac5dc7e8f7a1d'],False,['about.rst']
17558a4bd516526ec7f7b20adfb9ed489f5d261e,"Update pycairo requirement

Many issues, such as #535, stem from the odd installation procedure of cairo and pycairo on Windows. By changing the pycairo requirement in requirements.txt, pip will no longer attempt to uninstall the working version. This should have no effect on the functionality of manim, though new installations are likely to default to pycairo 1.18.0 now.",['304822fb8c0b4e351d41dc1a136bca1d56953cba'],False,['requirements.txt']
5dcb113996d22bc02b2d286b6d0d16c903c6cf1c,"Moving the frame_center of camera was not working.  This fixes it, but I suspect there is a need for a deeper fix where everything is handled in transform_points_pre_display properly for the various camera classes",['52054571ab20d6d522bc8351d118711a40ec5528'],False,['camera.py']
